,C_CID,C_RES,C_Scope,C_URI,R_AC,R_Scope,R_Token,R_data,R_i_state,grant,i_state,CR_AC,CR_CID,CR_GT,CR_Token,CR_URI,Token,UR_AC,UR_CID,UR_GT,UR_URI,data,timeOut,U_AC,U_CID,U_RES,U_Scope,U_URI,U_i_state,label
167,25193,1,1,32025,10985,1,31767,21023,44039,1,44039,10985,25193,1,31767,32025,31767,10985,25193,1,32025,21023,6,10985,25193,1,1,32025,44039,0
168,2712,1,1,10162,21748,1,46118,16925,27335,2,27335,21748,2712,2,46118,10162,46118,21748,2712,2,10162,16925,5,21748,2712,1,1,10162,27335,0
169,47783,2,2,25471,36188,2,14362,17730,10014,1,10014,36188,47783,1,14362,25471,14362,36188,47783,1,25471,17730,3,36188,47783,2,2,25471,10014,0
170,13337,2,1,1460,17532,1,27419,1753,29932,1,29932,17532,13337,1,27419,1460,27419,17532,13337,1,1460,1753,6,17532,13337,2,1,1460,29932,0
171,32851,1,2,161,48914,2,24431,17580,14904,1,14904,48914,32851,1,24431,161,24431,48914,32851,1,161,17580,10,48914,32851,1,2,161,14904,0
172,41108,1,2,16789,40954,2,34298,24562,40,1,40,40954,41108,1,34298,16789,34298,40954,41108,1,16789,24562,8,40954,41108,1,2,16789,40,0
173,22161,1,2,8820,33499,2,3014,23979,44364,1,44364,33499,22161,1,3014,8820,3014,33499,22161,1,8820,23979,9,33499,22161,1,2,8820,44364,0
174,1195,1,1,28637,10915,1,11438,1652,42827,1,42827,10915,1195,1,11438,28637,11438,10915,1195,1,28637,1652,10,10915,1195,1,1,28637,42827,0
175,14993,2,2,31107,16656,2,36325,43177,15789,1,15789,16656,14993,1,36325,31107,36325,16656,14993,1,31107,43177,3,16656,14993,2,2,31107,15789,0
176,16000,1,1,1682,42897,1,46201,47645,26498,1,26498,42897,16000,1,46201,1682,46201,42897,16000,1,1682,47645,8,42897,16000,1,1,1682,26498,0
177,10635,1,2,28360,18099,2,26829,19176,42276,1,42276,18099,10635,1,26829,28360,26829,18099,10635,1,28360,19176,8,18099,10635,1,2,28360,42276,0
178,11310,1,2,43685,9237,2,27388,34135,45144,1,45144,9237,11310,1,27388,43685,27388,9237,11310,1,43685,34135,10,9237,11310,1,2,43685,45144,0
179,2881,1,2,22508,31671,2,46298,34046,19805,2,19805,31671,2881,2,46298,22508,46298,31671,2881,2,22508,34046,7,31671,2881,1,2,22508,19805,0
180,7696,2,1,16967,11976,1,33267,11533,7991,2,7991,11976,7696,2,33267,16967,33267,11976,7696,2,16967,11533,5,11976,7696,2,1,16967,7991,0
181,10674,1,1,4887,18622,1,41145,35064,47163,2,47163,18622,10674,2,41145,4887,41145,18622,10674,2,4887,35064,7,18622,10674,1,1,4887,47163,0
182,30873,1,2,21599,26213,2,25972,37147,3874,1,3874,26213,30873,1,25972,21599,25972,26213,30873,1,21599,37147,10,26213,30873,1,2,21599,3874,0
183,44971,2,1,28302,32568,1,5215,47045,46906,2,46906,32568,44971,2,5215,28302,5215,32568,44971,2,28302,47045,3,32568,44971,2,1,28302,46906,0
184,48236,1,2,13478,10930,2,11603,7560,40156,1,40156,10930,48236,1,11603,13478,11603,10930,48236,1,13478,7560,10,10930,48236,1,2,13478,40156,0
185,8732,1,2,23742,49973,2,39110,12077,21792,1,21792,49973,8732,1,39110,23742,39110,49973,8732,1,23742,12077,9,49973,8732,1,2,23742,21792,0
186,45944,1,1,27778,13476,1,41452,28930,18011,1,18011,13476,45944,1,41452,27778,41452,13476,45944,1,27778,28930,7,13476,45944,1,1,27778,18011,0
187,13732,2,2,2578,22302,2,18621,32366,18246,2,18246,22302,13732,2,18621,2578,18621,22302,13732,2,2578,32366,4,22302,13732,2,2,2578,18246,0
188,27535,2,1,18420,1905,1,8833,35284,14391,1,14391,1905,27535,1,8833,18420,8833,1905,27535,1,18420,35284,4,1905,27535,2,1,18420,14391,0
189,19576,2,1,31618,8438,1,31196,36662,37209,1,37209,8438,19576,1,31196,31618,31196,8438,19576,1,31618,36662,5,8438,19576,2,1,31618,37209,0
190,44522,1,1,8261,4456,1,2142,4813,44509,1,44509,4456,44522,1,2142,8261,2142,4456,44522,1,8261,4813,8,4456,44522,1,1,8261,44509,0
191,15560,2,1,14935,2705,1,14382,26522,3972,1,3972,2705,15560,1,14382,14935,14382,2705,15560,1,14935,26522,6,2705,15560,2,1,14935,3972,0
192,23643,1,2,34761,20586,2,37478,4840,36733,1,36733,20586,23643,1,37478,34761,37478,20586,23643,1,34761,4840,4,20586,23643,1,2,34761,36733,0
193,40566,2,1,14800,31585,1,26779,19158,31507,2,31507,31585,40566,2,26779,14800,26779,31585,40566,2,14800,19158,4,31585,40566,2,1,14800,31507,0
194,93,1,2,49594,27890,2,40294,39705,20193,2,20193,27890,93,2,40294,49594,40294,27890,93,2,49594,39705,3,27890,93,1,2,49594,20193,0
195,1402,1,1,46867,31599,1,27554,48264,31351,2,31351,31599,1402,2,27554,46867,27554,31599,1402,2,46867,48264,10,31599,1402,1,1,46867,31351,0
196,37877,2,2,12172,41033,2,21566,17213,37758,1,37758,41033,37877,1,21566,12172,21566,41033,37877,1,12172,17213,5,41033,37877,2,2,12172,37758,0
197,8204,1,2,3177,28892,2,37759,45102,23601,1,23601,28892,8204,1,37759,3177,37759,28892,8204,1,3177,45102,4,28892,8204,1,2,3177,23601,0
198,47764,2,1,23727,9373,1,31720,39354,42703,1,42703,9373,47764,1,31720,23727,31720,9373,47764,1,23727,39354,9,9373,47764,2,1,23727,42703,0
199,24661,1,1,18769,12608,1,3406,23078,6787,2,6787,12608,24661,2,3406,18769,3406,12608,24661,2,18769,23078,8,12608,24661,1,1,18769,6787,0
200,47822,1,1,39003,7471,1,48535,27934,48463,1,48463,7471,47822,1,48535,39003,48535,7471,47822,1,39003,27934,7,7471,47822,1,1,39003,48463,0
201,41991,1,2,40611,27925,2,34924,28768,31919,2,31919,27925,41991,2,34924,40611,34924,27925,41991,2,40611,28768,4,27925,41991,1,2,40611,31919,0
202,13270,2,1,25933,44141,1,33652,3476,8603,2,8603,44141,13270,2,33652,25933,33652,44141,13270,2,25933,3476,4,44141,13270,2,1,25933,8603,0
203,5153,1,1,48757,33381,1,47269,1323,40323,2,40323,33381,5153,2,47269,48757,47269,33381,5153,2,48757,1323,9,33381,5153,1,1,48757,40323,0
204,46315,2,1,43658,22142,1,30316,21542,9483,2,9483,22142,46315,2,30316,43658,30316,22142,46315,2,43658,21542,3,22142,46315,2,1,43658,9483,0
205,2980,1,1,31765,37629,1,29445,43722,13820,1,13820,37629,2980,1,29445,31765,29445,37629,2980,1,31765,43722,10,37629,2980,1,1,31765,13820,0
206,16835,1,1,48349,13707,1,12018,36093,24751,2,24751,13707,16835,2,12018,48349,12018,13707,16835,2,48349,36093,10,13707,16835,1,1,48349,24751,0
207,3030,1,2,26419,8967,2,27346,9364,2644,2,2644,8967,3030,2,27346,26419,27346,8967,3030,2,26419,9364,10,8967,3030,1,2,26419,2644,0
208,41391,1,1,1089,36883,1,2860,29281,36805,1,36805,36883,41391,1,2860,1089,2860,36883,41391,1,1089,29281,9,36883,41391,1,1,1089,36805,0
209,8903,2,1,37016,18494,1,5316,6461,28443,1,28443,18494,8903,1,5316,37016,5316,18494,8903,1,37016,6461,3,18494,8903,2,1,37016,28443,0
210,7085,2,2,28057,26793,2,38942,49468,8734,1,8734,26793,7085,1,38942,28057,38942,26793,7085,1,28057,49468,10,26793,7085,2,2,28057,8734,0
211,41868,1,2,21906,21467,2,32349,42712,21136,1,21136,21467,41868,1,32349,21906,32349,21467,41868,1,21906,42712,7,21467,41868,1,2,21906,21136,0
212,39102,2,2,46446,47060,2,15340,32982,37576,2,37576,47060,39102,2,15340,46446,15340,47060,39102,2,46446,32982,6,47060,39102,2,2,46446,37576,0
213,10608,2,2,34676,14483,2,6348,45658,991,2,991,14483,10608,2,6348,34676,6348,14483,10608,2,34676,45658,8,14483,10608,2,2,34676,991,0
214,22254,1,1,34060,41200,1,23543,4843,42693,1,42693,41200,22254,1,23543,34060,23543,41200,22254,1,34060,4843,6,41200,22254,1,1,34060,42693,0
215,13038,1,2,41643,31527,2,40310,47591,16933,2,16933,31527,13038,2,40310,41643,40310,31527,13038,2,41643,47591,8,31527,13038,1,2,41643,16933,0
216,17702,2,2,4983,43432,2,37985,36336,16343,1,16343,43432,17702,1,37985,4983,37985,43432,17702,1,4983,36336,5,43432,17702,2,2,4983,16343,0
217,16645,2,1,27847,38021,1,23869,35604,37372,1,37372,38021,16645,1,23869,27847,23869,38021,16645,1,27847,35604,5,38021,16645,2,1,27847,37372,0
218,18779,1,2,20317,15939,2,39819,8194,22460,2,22460,15939,18779,2,39819,20317,39819,15939,18779,2,20317,8194,6,15939,18779,1,2,20317,22460,0
219,3174,1,2,30964,8706,2,24002,19161,26945,2,26945,8706,3174,2,24002,30964,24002,8706,3174,2,30964,19161,8,8706,3174,1,2,30964,26945,0
220,10111,1,2,47163,38106,2,36399,48513,23691,2,23691,38106,10111,2,36399,47163,36399,38106,10111,2,47163,48513,9,38106,10111,1,2,47163,23691,0
221,1445,2,2,20632,7481,2,31003,20185,40725,1,40725,7481,1445,1,31003,20632,31003,7481,1445,1,20632,20185,3,7481,1445,2,2,20632,40725,0
222,5784,2,2,5161,30760,2,12053,32736,12323,1,12323,30760,5784,1,12053,5161,12053,30760,5784,1,5161,32736,5,30760,5784,2,2,5161,12323,0
223,35973,2,1,33262,17091,1,13320,45185,44976,2,44976,17091,35973,2,13320,33262,13320,17091,35973,2,33262,45185,5,17091,35973,2,1,33262,44976,0
224,20126,1,1,24057,1696,1,38446,21848,24902,2,24902,1696,20126,2,38446,24057,38446,1696,20126,2,24057,21848,10,1696,20126,1,1,24057,24902,0
225,21156,1,1,8455,5201,1,22744,16703,27154,1,27154,5201,21156,1,22744,8455,22744,5201,21156,1,8455,16703,7,5201,21156,1,1,8455,27154,0
226,15016,1,1,15808,47287,1,14317,5252,8316,2,8316,47287,15016,2,14317,15808,14317,47287,15016,2,15808,5252,4,47287,15016,1,1,15808,8316,0
227,41004,2,1,46812,2897,1,23348,38774,21030,1,21030,2897,41004,1,23348,46812,23348,2897,41004,1,46812,38774,4,2897,41004,2,1,46812,21030,0
228,44703,1,2,39408,1099,2,31999,12493,22301,1,22301,1099,44703,1,31999,39408,31999,1099,44703,1,39408,12493,9,1099,44703,1,2,39408,22301,0
229,49881,1,1,13910,32621,1,18207,18381,40578,1,40578,32621,49881,1,18207,13910,18207,32621,49881,1,13910,18381,4,32621,49881,1,1,13910,40578,0
230,11101,1,2,33243,12714,2,15091,37803,30566,2,30566,12714,11101,2,15091,33243,15091,12714,11101,2,33243,37803,6,12714,11101,1,2,33243,30566,0
231,5730,1,1,21145,9295,1,16471,42846,3940,2,3940,9295,5730,2,16471,21145,16471,9295,5730,2,21145,42846,4,9295,5730,1,1,21145,3940,0
232,35092,1,2,4850,2757,2,35872,49372,41132,1,41132,2757,35092,1,35872,4850,35872,2757,35092,1,4850,49372,5,2757,35092,1,2,4850,41132,0
233,16058,2,2,7257,22760,2,24711,30480,24377,2,24377,22760,16058,2,24711,7257,24711,22760,16058,2,7257,30480,3,22760,16058,2,2,7257,24377,0
234,7242,2,1,38357,45867,1,9145,22785,12409,1,12409,45867,7242,1,9145,38357,9145,45867,7242,1,38357,22785,9,45867,7242,2,1,38357,12409,0
235,32889,1,2,22343,27082,2,47210,48249,2921,2,2921,27082,32889,2,47210,22343,47210,27082,32889,2,22343,48249,5,27082,32889,1,2,22343,2921,0
236,599,2,1,17142,48729,1,31098,17342,34535,1,34535,48729,599,1,31098,17142,31098,48729,599,1,17142,17342,3,48729,599,2,1,17142,34535,0
237,37217,1,2,28934,32289,2,11052,10504,29617,2,29617,32289,37217,2,11052,28934,11052,32289,37217,2,28934,10504,3,32289,37217,1,2,28934,29617,0
238,35534,1,2,28527,21414,2,8696,36325,6410,1,6410,21414,35534,1,8696,28527,8696,21414,35534,1,28527,36325,7,21414,35534,1,2,28527,6410,0
239,17574,1,2,13662,40009,2,32394,24581,48580,2,48580,40009,17574,2,32394,13662,32394,40009,17574,2,13662,24581,8,40009,17574,1,2,13662,48580,0
240,4099,2,1,48007,48569,1,32512,21890,26786,1,26786,48569,4099,1,32512,48007,32512,48569,4099,1,48007,21890,5,48569,4099,2,1,48007,26786,0
241,31663,1,2,10405,38523,2,11538,2911,3441,1,3441,38523,31663,1,11538,10405,11538,38523,31663,1,10405,2911,5,38523,31663,1,2,10405,3441,0
242,17272,2,1,1560,43860,1,44485,47960,17226,2,17226,43860,17272,2,44485,1560,44485,43860,17272,2,1560,47960,3,43860,17272,2,1,1560,17226,0
243,27542,2,2,41832,12043,2,27311,11687,33024,1,33024,12043,27542,1,27311,41832,27311,12043,27542,1,41832,11687,5,12043,27542,2,2,41832,33024,0
244,12536,1,2,16127,2991,2,20107,805,5267,1,5267,2991,12536,1,20107,16127,20107,2991,12536,1,16127,805,5,2991,12536,1,2,16127,5267,0
245,11671,2,2,28025,26969,2,44760,42963,15892,2,15892,26969,11671,2,44760,28025,44760,26969,11671,2,28025,42963,3,26969,11671,2,2,28025,15892,0
246,36404,2,2,3060,19485,2,20066,45232,39335,2,39335,19485,36404,2,20066,3060,20066,19485,36404,2,3060,45232,8,19485,36404,2,2,3060,39335,0
247,34324,1,2,17582,39236,2,29015,49175,24353,2,24353,39236,34324,2,29015,17582,29015,39236,34324,2,17582,49175,9,39236,34324,1,2,17582,24353,0
248,16717,2,1,45179,39092,1,43611,38948,18671,2,18671,39092,16717,2,43611,45179,43611,39092,16717,2,45179,38948,4,39092,16717,2,1,45179,18671,0
249,12088,2,2,1028,5109,2,41293,38085,48613,1,48613,5109,12088,1,41293,1028,41293,5109,12088,1,1028,38085,3,5109,12088,2,2,1028,48613,0
250,45751,2,1,17714,16351,1,4235,7501,34048,2,34048,16351,45751,2,4235,17714,4235,16351,45751,2,17714,7501,10,16351,45751,2,1,17714,34048,0
251,8874,2,1,37761,33479,1,20537,20262,44447,2,44447,33479,8874,2,20537,37761,20537,33479,8874,2,37761,20262,3,33479,8874,2,1,37761,44447,0
252,23620,2,1,98,16722,1,612,48176,2327,2,2327,16722,23620,2,612,98,612,16722,23620,2,98,48176,9,16722,23620,2,1,98,2327,0
253,38616,1,1,40487,2033,1,41487,27567,46021,1,46021,2033,38616,1,41487,40487,41487,2033,38616,1,40487,27567,4,2033,38616,1,1,40487,46021,0
254,35672,2,2,9370,13791,2,8693,40587,1767,2,1767,13791,35672,2,8693,9370,8693,13791,35672,2,9370,40587,9,13791,35672,2,2,9370,1767,0
255,48282,2,1,25751,29058,1,45185,46894,23848,1,23848,29058,48282,1,45185,25751,45185,29058,48282,1,25751,46894,3,29058,48282,2,1,25751,23848,0
256,31817,1,1,19706,22732,1,36077,19641,49156,1,49156,22732,31817,1,36077,19706,36077,22732,31817,1,19706,19641,10,22732,31817,1,1,19706,49156,0
257,15917,2,1,29048,5456,1,2413,27150,2522,2,2522,5456,15917,2,2413,29048,2413,5456,15917,2,29048,27150,4,5456,15917,2,1,29048,2522,0
258,33693,2,2,43262,11325,2,36219,32900,25637,2,25637,11325,33693,2,36219,43262,36219,11325,33693,2,43262,32900,4,11325,33693,2,2,43262,25637,0
259,36283,1,2,10780,3151,2,4912,31891,34366,1,34366,3151,36283,1,4912,10780,4912,3151,36283,1,10780,31891,8,3151,36283,1,2,10780,34366,0
260,22118,1,1,22397,13502,1,25611,31649,7619,2,7619,13502,22118,2,25611,22397,25611,13502,22118,2,22397,31649,4,13502,22118,1,1,22397,7619,0
261,24402,1,1,5977,28549,1,17528,21541,5252,2,5252,28549,24402,2,17528,5977,17528,28549,24402,2,5977,21541,9,28549,24402,1,1,5977,5252,0
262,32651,2,2,48069,37647,2,2121,33316,5398,2,5398,37647,32651,2,2121,48069,2121,37647,32651,2,48069,33316,7,37647,32651,2,2,48069,5398,0
263,13466,1,2,35748,29015,2,44461,42489,36949,1,36949,29015,13466,1,44461,35748,44461,29015,13466,1,35748,42489,4,29015,13466,1,2,35748,36949,0
264,23846,2,2,33115,40810,2,37143,45376,46231,2,46231,40810,23846,2,37143,33115,37143,40810,23846,2,33115,45376,3,40810,23846,2,2,33115,46231,0
265,5641,1,1,40579,42396,1,47094,19464,20394,2,20394,42396,5641,2,47094,40579,47094,42396,5641,2,40579,19464,10,42396,5641,1,1,40579,20394,0
266,10509,2,1,2898,19236,1,34706,13390,29980,1,29980,19236,10509,1,34706,2898,34706,19236,10509,1,2898,13390,5,19236,10509,2,1,2898,29980,0
267,24832,2,1,46863,8845,1,46889,23761,6064,1,6064,8845,24832,1,46889,46863,46889,8845,24832,1,46863,23761,5,8845,24832,2,1,46863,6064,0
268,34659,2,2,18976,510,2,23654,39293,44395,1,44395,510,34659,1,23654,18976,23654,510,34659,1,18976,39293,6,510,34659,2,2,18976,44395,0
269,32674,1,1,12359,46774,1,16261,33140,20390,1,20390,46774,32674,1,16261,12359,16261,46774,32674,1,12359,33140,3,46774,32674,1,1,12359,20390,0
270,48082,1,2,3234,15698,2,15962,8166,45005,1,45005,15698,48082,1,15962,3234,15962,15698,48082,1,3234,8166,8,15698,48082,1,2,3234,45005,0
271,38821,1,1,27267,41706,1,22203,4984,25838,1,25838,41706,38821,1,22203,27267,22203,41706,38821,1,27267,4984,10,41706,38821,1,1,27267,25838,0
272,6751,2,1,47102,1866,1,8412,10609,31705,2,31705,1866,6751,2,8412,47102,8412,1866,6751,2,47102,10609,4,1866,6751,2,1,47102,31705,0
273,15112,1,2,27215,48982,2,16718,18601,22372,2,22372,48982,15112,2,16718,27215,16718,48982,15112,2,27215,18601,4,48982,15112,1,2,27215,22372,0
274,11121,1,1,33996,37745,1,47612,14788,19537,1,19537,37745,11121,1,47612,33996,47612,37745,11121,1,33996,14788,3,37745,11121,1,1,33996,19537,0
275,15495,2,1,22329,9943,1,6938,48505,29350,1,29350,9943,15495,1,6938,22329,6938,9943,15495,1,22329,48505,9,9943,15495,2,1,22329,29350,0
276,44585,2,1,35781,40265,1,34403,47248,44585,1,44585,40265,44585,1,34403,35781,34403,40265,44585,1,35781,47248,4,40265,44585,2,1,35781,44585,0
277,37757,1,1,14211,27493,1,7883,42298,2518,1,2518,27493,37757,1,7883,14211,7883,27493,37757,1,14211,42298,4,27493,37757,1,1,14211,2518,0
278,38065,1,1,39447,7867,1,17845,46189,6133,2,6133,7867,38065,2,17845,39447,17845,7867,38065,2,39447,46189,8,7867,38065,1,1,39447,6133,0
279,13610,2,2,20197,26397,2,26412,34584,33212,1,33212,26397,13610,1,26412,20197,26412,26397,13610,1,20197,34584,9,26397,13610,2,2,20197,33212,0
280,36996,1,1,11612,26213,1,17589,2035,15256,1,15256,26213,36996,1,17589,11612,17589,26213,36996,1,11612,2035,5,26213,36996,1,1,11612,15256,0
281,44063,2,2,13639,10582,2,45017,6957,6345,2,6345,10582,44063,2,45017,13639,45017,10582,44063,2,13639,6957,8,10582,44063,2,2,13639,6345,0
282,9243,2,2,12766,17448,2,4329,8944,34734,1,34734,17448,9243,1,4329,12766,4329,17448,9243,1,12766,8944,10,17448,9243,2,2,12766,34734,0
283,4694,2,2,11926,33179,2,11217,48741,16011,2,16011,33179,4694,2,11217,11926,11217,33179,4694,2,11926,48741,3,33179,4694,2,2,11926,16011,0
284,42456,1,2,49066,8682,2,37784,18986,6560,1,6560,8682,42456,1,37784,49066,37784,8682,42456,1,49066,18986,6,8682,42456,1,2,49066,6560,0
285,19410,1,2,35549,9602,2,8528,456,983,2,983,9602,19410,2,8528,35549,8528,9602,19410,2,35549,456,7,9602,19410,1,2,35549,983,0
286,26220,1,2,12330,46335,2,32897,16491,31379,1,31379,46335,26220,1,32897,12330,32897,46335,26220,1,12330,16491,5,46335,26220,1,2,12330,31379,0
287,47904,2,2,46039,16139,2,29841,22255,43411,1,43411,16139,47904,1,29841,46039,29841,16139,47904,1,46039,22255,9,16139,47904,2,2,46039,43411,0
288,23946,1,1,10502,45550,1,26815,35219,48207,2,48207,45550,23946,2,26815,10502,26815,45550,23946,2,10502,35219,10,45550,23946,1,1,10502,48207,0
289,46626,2,1,38886,38765,1,23966,6710,49998,1,49998,38765,46626,1,23966,38886,23966,38765,46626,1,38886,6710,10,38765,46626,2,1,38886,49998,0
290,49593,1,1,44901,32172,1,26646,1465,34137,2,34137,32172,49593,2,26646,44901,26646,32172,49593,2,44901,1465,10,32172,49593,1,1,44901,34137,0
291,8940,1,1,35603,15466,1,46364,39277,48271,1,48271,15466,8940,1,46364,35603,46364,15466,8940,1,35603,39277,7,15466,8940,1,1,35603,48271,0
292,26611,2,1,20624,20233,1,45901,30385,14317,2,14317,20233,26611,2,45901,20624,45901,20233,26611,2,20624,30385,8,20233,26611,2,1,20624,14317,0
293,33464,1,2,25974,44387,2,37401,18327,31705,1,31705,44387,33464,1,37401,25974,37401,44387,33464,1,25974,18327,6,44387,33464,1,2,25974,31705,0
294,2182,2,1,5022,40985,1,29201,27283,37927,1,37927,40985,2182,1,29201,5022,29201,40985,2182,1,5022,27283,4,40985,2182,2,1,5022,37927,0
295,37424,1,2,40517,39213,2,6407,32238,35006,1,35006,39213,37424,1,6407,40517,6407,39213,37424,1,40517,32238,3,39213,37424,1,2,40517,35006,0
296,11226,1,2,8425,31754,2,36263,17201,18420,1,18420,31754,11226,1,36263,8425,36263,31754,11226,1,8425,17201,3,31754,11226,1,2,8425,18420,0
297,30420,1,1,41346,25837,1,13503,21351,46813,1,46813,25837,30420,1,13503,41346,13503,25837,30420,1,41346,21351,5,25837,30420,1,1,41346,46813,0
298,18180,2,1,48878,19552,1,29133,13301,29962,2,29962,19552,18180,2,29133,48878,29133,19552,18180,2,48878,13301,7,19552,18180,2,1,48878,29962,0
299,42202,2,2,43926,49367,2,24196,49504,6631,1,6631,49367,42202,1,24196,43926,24196,49367,42202,1,43926,49504,5,49367,42202,2,2,43926,6631,0
300,45166,1,1,12205,24213,1,22582,33962,35517,1,35517,24213,45166,1,22582,12205,22582,24213,45166,1,12205,33962,8,24213,45166,1,1,12205,35517,0
301,15902,2,2,14034,8309,2,13967,30589,4393,2,4393,8309,15902,2,13967,14034,13967,8309,15902,2,14034,30589,3,8309,15902,2,2,14034,4393,0
302,40757,1,1,40801,25895,1,22843,18914,24355,2,24355,25895,40757,2,22843,40801,22843,25895,40757,2,40801,18914,4,25895,40757,1,1,40801,24355,0
303,425,1,1,27199,34831,1,15228,17550,24014,1,24014,34831,425,1,15228,27199,15228,34831,425,1,27199,17550,7,34831,425,1,1,27199,24014,0
304,42476,2,1,22191,14828,1,43014,41397,11646,1,11646,14828,42476,1,43014,22191,43014,14828,42476,1,22191,41397,8,14828,42476,2,1,22191,11646,0
305,28003,2,1,22846,9618,1,7973,40234,4238,2,4238,9618,28003,2,7973,22846,7973,9618,28003,2,22846,40234,3,9618,28003,2,1,22846,4238,0
306,33748,2,2,15451,11071,2,19669,33871,28003,1,28003,11071,33748,1,19669,15451,19669,11071,33748,1,15451,33871,7,11071,33748,2,2,15451,28003,0
307,23020,1,1,28427,39494,1,29212,7809,16498,1,16498,39494,23020,1,29212,28427,29212,39494,23020,1,28427,7809,9,39494,23020,1,1,28427,16498,0
308,337,2,1,27071,25694,1,22294,19202,18523,1,18523,25694,337,1,22294,27071,22294,25694,337,1,27071,19202,5,25694,337,2,1,27071,18523,0
309,4143,2,2,19293,26099,2,45670,7943,42776,1,42776,26099,4143,1,45670,19293,45670,26099,4143,1,19293,7943,6,26099,4143,2,2,19293,42776,0
310,17334,2,1,28609,35158,1,20708,34766,37753,2,37753,35158,17334,2,20708,28609,20708,35158,17334,2,28609,34766,10,35158,17334,2,1,28609,37753,0
311,22468,2,1,32761,28857,1,11413,47580,41448,2,41448,28857,22468,2,11413,32761,11413,28857,22468,2,32761,47580,7,28857,22468,2,1,32761,41448,0
312,48125,2,1,28857,29521,1,10381,24616,46222,2,46222,29521,48125,2,10381,28857,10381,29521,48125,2,28857,24616,7,29521,48125,2,1,28857,46222,0
313,18144,2,1,34647,12042,1,33503,44225,2561,1,2561,12042,18144,1,33503,34647,33503,12042,18144,1,34647,44225,5,12042,18144,2,1,34647,2561,0
314,21467,1,2,42385,14545,2,40452,26507,37476,1,37476,14545,21467,1,40452,42385,40452,14545,21467,1,42385,26507,7,14545,21467,1,2,42385,37476,0
315,34320,2,2,44453,28409,2,43983,14519,34667,2,34667,28409,34320,2,43983,44453,43983,28409,34320,2,44453,14519,7,28409,34320,2,2,44453,34667,0
316,10369,1,1,46598,42532,1,39027,5027,37486,2,37486,42532,10369,2,39027,46598,39027,42532,10369,2,46598,5027,8,42532,10369,1,1,46598,37486,0
317,47422,2,1,3959,41563,1,8116,43876,10272,2,10272,41563,47422,2,8116,3959,8116,41563,47422,2,3959,43876,6,41563,47422,2,1,3959,10272,0
318,28458,2,1,13919,31679,1,24165,26462,10015,2,10015,31679,28458,2,24165,13919,24165,31679,28458,2,13919,26462,8,31679,28458,2,1,13919,10015,0
319,34770,2,2,16372,42476,2,255,22321,36142,2,36142,42476,34770,2,255,16372,255,42476,34770,2,16372,22321,4,42476,34770,2,2,16372,36142,0
320,34677,2,1,11422,13240,1,5508,143,33718,2,33718,13240,34677,2,5508,11422,5508,13240,34677,2,11422,143,3,13240,34677,2,1,11422,33718,0
